名稱,縣市,鄉鎮市區,WGS_X,WGS_Y
卡羅樓山,南投縣,仁愛鄉,121.3158416,24.0782975
鬼門關峰,南投縣,仁愛鄉,121.3844732,24.2656537
巴巴山南峰,南投縣,仁愛鄉,121.4327082,24.336423
大南山北峰,臺中市,和平區,121.1738843,24.3687177
火石山西峰,臺中市,和平區,121.1664485,24.383115
博可爾山,南投縣,仁愛鄉,121.2019924,24.3974152
八通關山東峰,臺東縣,海端鄉,121.0182742,23.4922605
無雙山東峰,花蓮縣,秀林鄉,121.0606932,23.5913559
黃當擴山南風,花蓮縣,秀林鄉,121.0750078,23.5271698
五棚坑山,臺中市,和平區,120.9106743,24.0825843
巴幸山,臺中市,和平區,120.9045039,24.1767271
藍鳥山,高雄市,桃源區,120.4532454,23.1481018
十八重溪山,新北市,瑞芳/貢寮區,121.6690594,25.0127994
塗崁頂山,桃園市,復興區,120.707604,24.5389142
獅子頭山,屏東縣,霧台鄉,120.6757541,22.2313031
西大武山西北峰,屏東縣,霧台鄉,120.72117,22.6232969
香本山東南,南投縣,仁愛鄉,121.3943703,24.4787937
高厝林子頭山,嘉義縣,阿里山鄉,120.6054659,23.6415129
龜子頭山西北,嘉義縣,阿里山鄉,120.601052,23.5863504
可汗山東峰,臺中市,和平區,121.0953798,24.3222732
天宮堡壘,臺東縣,海端鄉,121.1280895,23.314721
1.082k,屏東縣,霧台鄉,120.9861628,22.6866454
望雲山,屏東縣,霧台鄉,120.3797149,22.6181071
茄苳坑山,新北市,淡水/三芝區,121.3199504,24.8662769
山麻坑山,新北市,淡水/三芝區,121.325296,24.8676401
南廍亭山,高雄市,桃源區,120.6084468,23.0361995
井步山西北峰,屏東縣,霧台鄉,120.7299257,22.7335624
西伊拉山,屏東縣,霧台鄉,120.6963867,22.7422591
青葉山,高雄市,桃源區,120.5794092,22.9664956
浸水寮山,高雄市,桃源區,120.4861054,22.9702827
北廍亭山,高雄市,桃源區,120.6181816,23.0722861
西廍亭山,高雄市,桃源區,120.6141703,23.0619997
大禮山,南投縣,仁愛鄉,121.623808,24.166865
砂卡噹山,南投縣,仁愛鄉,121.6085416,24.1640087
大東河山,桃園市,復興區,121.0454031,24.6022582
火焰山,高雄市,桃源區,120.3773289,22.9014611
旗美山,高雄市,桃源區,120.495566,22.888949
靈山基點峰,高雄市,桃源區,120.522886,22.9113781
我丹山,臺東縣,海端鄉,120.7403579,23.2018429
未命名山峰,花蓮縣,秀林鄉,121.6017713,23.9174886
鎮平山,花蓮縣,秀林鄉,121.4064034,23.6406663
上龍泉山,臺東縣,海端鄉,121.188762,23.1656537
田良井山東南峰,屏東縣,霧台鄉,120.7090101,22.7213291
樂樂山,花蓮縣,秀林鄉,121.0098606,23.870616
水塞下山,桃園市,復興區,120.914536,24.5778591
露門山西北峰,新北市,瑞芳/貢寮區,121.5655951,24.8000431
竹頭山西南峰,高雄市,桃源區,120.6040195,22.9411738
竹頭山,高雄市,桃源區,120.6163698,22.9440435
竹頭山西北峰,高雄市,桃源區,120.6092887,22.9476818
里龍山西北峰,屏東縣,霧台鄉,120.7201173,22.1828382
里龍山西南峰,屏東縣,霧台鄉,120.7135116,22.1529363
長壽嶺,新北市,瑞芳/貢寮區,121.496164,24.983483
粗坑崙山西南峰,新北市,瑞芳/貢寮區,121.6512211,24.9492881
粗坑崙山東峰,新北市,瑞芳/貢寮區,121.6573284,24.9518347
下勤和山,臺東縣,海端鄉,120.7938541,23.1674352
水碓山,新北市,瑞芳/貢寮區,121.42727,25.074354
外寮嶺山(外寮崙),新北市,瑞芳/貢寮區,121.413666,25.0801101
未命名山峰,屏東縣,霧台鄉,120.888091,22.4927268
中正山北峰,新北市,瑞芳/貢寮區,121.5171,25.1624512
未命名山峰,南投縣,仁愛鄉,121.2462109,24.244747
禁山,苗栗縣,泰安鄉,120.697534,24.4172701
竹梅園山,臺東縣,海端鄉,120.7175775,23.1190871
糖窩山,桃園市,復興區,120.7281399,24.5012282
帽子山,屏東縣,霧台鄉,120.8015211,22.204803
二櫃山,苗栗縣,泰安鄉,120.8728366,24.1366095
大茅坪山,苗栗縣,泰安鄉,120.852894,24.3210391
獨立山山,南投縣,仁愛鄉,121.5338194,24.4607664
檳榔山,屏東縣,霧台鄉,120.8377152,22.089572
東豬老束山,屏東縣,霧台鄉,120.858192,22.0110509
未命名山峰,桃園市,復興區,121.1051321,24.6439191
未命名山峰,桃園市,復興區,121.111985,24.6504241
牡丹北山,屏東縣,霧台鄉,120.8323041,22.182092
未命名山峰,屏東縣,霧台鄉,120.8622119,22.2309411
靈山東峰,高雄市,桃源區,120.524602,22.9128739
未命名山峰,高雄市,桃源區,120.5234615,22.9139348
開高山南峰,花蓮縣,秀林鄉,120.9313438,23.5702657
開高巷,花蓮縣,秀林鄉,120.9293773,23.5484834
桐子林山,花蓮縣,秀林鄉,120.8957313,23.5824139
久美山,花蓮縣,秀林鄉,120.8867469,23.6160313
橫屏山東峰,桃園市,復興區,121.043308,24.6272041
食水窩山,桃園市,復興區,121.0373481,24.6245712
打鐵坑山北峰,臺中市,和平區,120.90193,24.1839041
未命名山峰,新北市,淡水/三芝區,119.71039,25.364671
稍來坑山南峰,苗栗縣,泰安鄉,120.895028,24.195222
福興山,臺中市,和平區,120.9870601,24.0241333
羊寮山,桃園市,復興區,120.811767,24.6250799
未命名山峰,桃園市,復興區,120.809486,24.6269901
北頭汴坑山,苗栗縣,泰安鄉,120.7802875,24.1454079
金字凍山主峰,苗栗縣,泰安鄉,120.8271463,24.1033491
上茄苳,高雄市,桃源區,120.3788577,23.3945602
向天湖山東峰,桃園市,復興區,121.167511,24.6685821
竹仔崙山,新北市,瑞芳/貢寮區,121.7424829,24.8524487
小粗坑山,新北市,淡水/三芝區,121.2263094,24.8065991
猴山岳西峰,新北市,瑞芳/貢寮區,121.5961251,24.9764089
神山,屏東縣,霧台鄉,120.7246656,22.7510125
埔頂庄,新北市,淡水/三芝區,121.166892,25.0605293
婦山,新北市,烏來區,121.39893,24.7240863
古樓,屏東縣,霧台鄉,120.6303491,22.5276339
新置山西南峰,屏東縣,霧台鄉,120.6333741,22.5312711
下城,嘉義縣,阿里山鄉,120.7391217,23.953014
竹山口山,高雄市,桃源區,120.564905,22.8997151
開高山南,花蓮縣,秀林鄉,120.9340713,23.5743873
新年莊,花蓮縣,秀林鄉,120.8685196,23.8718055
見睛台山,南投縣,仁愛鄉,121.404378,24.0202168
瀧向山,南投縣,仁愛鄉,121.4312979,24.0099696
婆沙灣山,花蓮縣,秀林鄉,121.3853764,23.9982251
外庚寮,花蓮縣,秀林鄉,120.8231801,23.9946768
上坪山,苗栗縣,泰安鄉,120.8768119,24.0487895
東佳暮山,屏東縣,霧台鄉,120.735865,22.7721852
西武界,花蓮縣,秀林鄉,121.0249502,23.9214793
紅香山,臺中市,和平區,121.1807844,24.1685334
東過坑山,花蓮縣,秀林鄉,121.0034178,23.8864014
三叉峰,桃園市,復興區,121.1184095,24.7950061
297峰,桃園市,復興區,121.11988,24.7952679
283峰,桃園市,復興區,121.1218999,24.7958783
289峰,桃園市,復興區,121.1235707,24.7972848
大肚北山,桃園市,復興區,121.1425179,24.7259071
里阿岩山,臺東縣,海端鄉,120.7213355,22.8545516
未命名山峰,高雄市,桃源區,120.5164643,22.9077096
杜鵑嶺,臺中市,和平區,121.034196,24.0941544
石壁潭山,桃園市,復興區,121.1100775,24.7566744
龍門溪山,屏東縣,霧台鄉,121.5941021,22.0198161
東穗山西北峰,新北市,烏來區,121.258687,24.6677711
貓公越南峰,花蓮縣,秀林鄉,121.4779499,23.6320831
水坑磨山,桃園市,復興區,121.0965092,24.7949499
坑尾山,桃園市,復興區,121.1357796,24.7766257
水坑山,屏東縣,霧台鄉,120.7283998,22.1121226
崩棚山,嘉義縣,阿里山鄉,120.6644417,23.5181969
多加神山西北峰,南投縣,仁愛鄉,121.3964703,24.4315525
室宮木山,花蓮縣,秀林鄉,121.184587,23.903288
牛眠山,花蓮縣,秀林鄉,120.9808469,23.9941104
郡大山南峰,花蓮縣,秀林鄉,120.9632239,23.5730446
敏峰,高雄市,桃源區,120.5556114,23.1575979
竹子圾山,高雄市,桃源區,120.5574851,23.1619783
605峰,新北市,瑞芳/貢寮區,121.5445975,25.1466785
蚋仔尖,新北市,瑞芳/貢寮區,121.4540539,24.859181
新田山,桃園市,復興區,120.878858,24.5038161
銃庫山(高點峰),桃園市,復興區,120.8858372,24.5158151
八東山最高峰,臺中市,和平區,121.109057,24.1387339
千兩山西南峰,臺中市,和平區,120.938022,24.3771181
凍頂山,嘉義縣,阿里山鄉,120.7654166,23.7506083
大坪林山,苗栗縣,泰安鄉,120.881385,24.3475241
大安西,臺中市,和平區,120.9590895,24.378522
福興山,桃園市,復興區,120.911989,24.5255361
未命名山峰,桃園市,復興區,120.941577,24.5295591
流壁下山,苗栗縣,泰安鄉,120.88979,24.3265752
鬱杉山,新北市,淡水/三芝區,121.1061439,24.80475
298峰,桃園市,復興區,121.1101693,24.7928626
小大寮山,桃園市,復興區,121.1523141,24.6854821
六蛇坑山,桃園市,復興區,121.1491864,24.7381397
番子公館,苗栗縣,泰安鄉,120.8437249,24.0363171
番子公館山,苗栗縣,泰安鄉,120.8386313,24.0343503
壽山尾山,臺中市,和平區,120.9183776,24.0159363
蜈蚣堀,花蓮縣,秀林鄉,120.9480928,23.9582351
三貂大崙,新北市,瑞芳/貢寮區,121.839704,25.0772081
鹿場大山,臺中市,和平區,121.070989,24.4970811
東坑山,桃園市,復興區,121.1511299,24.7849701
王爺坑山,桃園市,復興區,121.1244497,24.7564266
大橫屏山北峰,苗栗縣,泰安鄉,120.8287569,24.0833855
岬山,花蓮縣,秀林鄉,121.1319368,23.9798017
谷關山,臺中市,和平區,121.004682,24.1995956
尾敏山,臺中市,和平區,121.0257902,24.1185712
南龜丹下山,高雄市,桃源區,120.4991932,23.1215226
美麗峰,高雄市,桃源區,120.5597081,23.1670791
國強嶺,新北市,瑞芳/貢寮區,121.503931,24.9859631
國勝嶺,新北市,瑞芳/貢寮區,121.503134,24.986913
未命名山峰,臺中市,和平區,120.900612,24.187482
稍來坑山南南峰,臺中市,和平區,120.9003367,24.1883893
稍來坑山東南峰,臺中市,和平區,120.900212,24.1896341
杏林山北,新北市,瑞芳/貢寮區,121.5897524,25.1580167
和平,苗栗縣,泰安鄉,120.8836637,24.1734643
囉囉埔山,臺東縣,海端鄉,120.7070066,23.1166381
西打鐵坑山北峰,苗栗縣,泰安鄉,120.8887559,24.1851231
西打鐵坑山,苗栗縣,泰安鄉,120.8893256,24.1842392
嵩山西南峰,新北市,瑞芳/貢寮區,121.5548561,25.207703
小龜山,屏東縣,霧台鄉,120.2928006,22.6797913
北牡丹鼻山,屏東縣,霧台鄉,120.8921611,22.2087602
未命名山峰,屏東縣,霧台鄉,120.3652068,22.5157744
雲峰西北峰,臺東縣,海端鄉,120.9645806,23.3678762
草子崎山,新北市,淡水/三芝區,121.3259479,25.0919881
獅子頭,新北市,瑞芳/貢寮區,121.4574129,25.1133751
鳥嘴尖山,高雄市,桃源區,120.5516035,23.3721657
草山南峰,新北市,瑞芳/貢寮區,121.8776051,25.0844612
濁水山主峰,臺中市,和平區,121.0671264,24.1341495
灣潭子山,高雄市,桃源區,120.5870669,23.4279419
官外埔頭山,高雄市,桃源區,120.5629291,23.0443151
香園窩山,桃園市,復興區,121.1298914,24.7302317
龍眼園窩山東峰,桃園市,復興區,121.1378043,24.7321394
十分,苗栗縣,泰安鄉,120.7862389,24.2548852
頂寮山,新北市,瑞芳/貢寮區,121.7453589,25.0906795
埔心,高雄市,桃源區,120.4757618,23.4689671
武佐野群山,南投縣,仁愛鄉,121.3235431,24.3762817
長命山,新北市,瑞芳/貢寮區,121.7635105,25.1228042
頂猴洞山,臺中市,和平區,120.9758905,24.0324978
過港山,新北市,瑞芳/貢寮區,121.7829561,25.1108021
頂坪林,高雄市,桃源區,120.6239439,23.2587028
新達山,南投縣,仁愛鄉,121.2742054,24.4272432
合歡山東峰,南投縣,仁愛鄉,121.2811125,24.1356665
奇萊裡山,南投縣,仁愛鄉,121.3001493,24.0625243
深堀山,南投縣,仁愛鄉,121.2746355,24.0529831
安東軍山北峰,花蓮縣,秀林鄉,121.2685962,23.8835801
裏門山南峰,花蓮縣,秀林鄉,121.1367175,23.5735015
巴奈伊克山,臺東縣,海端鄉,121.0316042,23.4931415
八通關山西峰,臺東縣,海端鄉,121.0039323,23.4897137
小斯拉巴庫山西北,臺東縣,海端鄉,120.770064,23.1436927
新威山,高雄市,桃源區,120.6239556,22.9157996
南美瓏山,臺東縣,海端鄉,120.729614,23.0989351
未命名山峰,新北市,瑞芳/貢寮區,121.6121528,25.1024993
巴幸山東南,臺中市,和平區,120.9053005,24.1760844
大橫屏山北北峰,苗栗縣,泰安鄉,120.828042,24.0891193
頭社,高雄市,桃源區,120.397037,23.1504831
鹽園仔山,高雄市,桃源區,120.456576,23.024306
未命名山峰,高雄市,桃源區,120.383561,23.1546121
打鐵坑,高雄市,桃源區,120.6138797,22.8956208
上仙塘坪,苗栗縣,泰安鄉,120.7932283,24.2478543
赤崁頭,苗栗縣,泰安鄉,120.8141018,24.2142339
西關刀山北北峰,臺中市,和平區,121.0025279,24.0206121
磨壁潭山,新北市,瑞芳/貢寮區,121.726868,24.9434701
裡冷山南,臺中市,和平區,120.960598,24.1706206
柚子宅山北峰,高雄市,桃源區,120.4980814,23.4086349
大崎頭山北峰,新北市,瑞芳/貢寮區,121.5645681,24.9404221
未命名山峰,高雄市,桃源區,120.5412112,22.9196201
內西勢坑山,新北市,瑞芳/貢寮區,121.728122,25.0660998
裡冷山,臺中市,和平區,120.960184,24.1711001
未命名山峰,高雄市,桃源區,120.6777683,23.2455487
三貂崙,新北市,瑞芳/貢寮區,121.8445199,25.0849991
東竹坑社山,屏東縣,霧台鄉,120.708831,22.2512811
屯阿巴娜山,高雄市,桃源區,120.6663752,23.301784
西梅蘭山東南峰,臺東縣,海端鄉,120.8051062,23.2367986
榮華山西峰,高雄市,桃源區,120.5947619,23.4138869
頭凍山西峰,高雄市,桃源區,120.5934671,23.3936398
大崗山,高雄市,桃源區,120.344998,22.8411646
我丹山西南峰,臺東縣,海端鄉,120.727062,23.1898472
多留那使山,臺東縣,海端鄉,120.8960932,23.3066453
梅山口山,臺東縣,海端鄉,120.8330392,23.264809
烏夫冬山西南峰,臺東縣,海端鄉,120.8190261,23.2332071
荖濃山西峰,高雄市,桃源區,120.665725,23.0717381
萬興,嘉義縣,阿里山鄉,120.2189328,23.5878361
未命名山峰,嘉義縣,阿里山鄉,120.4171033,23.8169911
柯子湖山,桃園市,復興區,121.0437223,24.7529714
紫薇高點,桃園市,復興區,121.0417783,24.7538983
牛山,花蓮縣,秀林鄉,121.5631901,23.7728483
風露嘴山,新北市,瑞芳/貢寮區,121.6446229,24.9515691
巃頭山,高雄市,桃源區,120.6818403,23.4407262
薩匹基山,高雄市,桃源區,120.6686489,23.3994831
未命名山峰,花蓮縣,秀林鄉,121.5544409,23.828266
未命名山峰,高雄市,桃源區,120.33745,22.936144
鳳凰山,苗栗縣,泰安鄉,120.7528902,24.3065009
下南勢坑山,桃園市,復興區,120.790474,24.5704621
白象山,新北市,瑞芳/貢寮區,121.8097104,25.1137148
下員坑山,新北市,瑞芳/貢寮區,121.5109188,25.2861899
大茅埔山,新北市,瑞芳/貢寮區,121.4833649,24.9575661
鯉魚山,屏東縣,霧台鄉,120.4504984,22.5539158
內員山,宜蘭縣,大同鄉,121.7066444,24.7506031
未命名山峰,屏東縣,霧台鄉,120.7562239,21.9616283
來藝婦山西北峰,宜蘭縣,大同鄉,121.648868,24.6112261
拾丸山南峰,臺中市,和平區,121.0514111,24.298055
大湖桶山北峰,宜蘭縣,大同鄉,121.658189,24.6468306
茅埔田仔山,花蓮縣,秀林鄉,120.843777,23.6928925
高台山西北峰,新北市,烏來區,121.2129312,24.6603925
未命名山峰,臺中市,和平區,121.024797,24.4458231
裡冷社,臺中市,和平區,120.9108647,24.1312268
十一莊山,臺東縣,海端鄉,121.293269,23.0773752
磺溪頭山,新北市,瑞芳/貢寮區,121.5822951,25.2011182
南勢坑山,新北市,瑞芳/貢寮區,121.8086298,24.9261221
守成大山東北峰,臺中市,和平區,121.0616456,24.054596
尖筆山,桃園市,復興區,121.1480158,24.6691856
佐利屯,臺東縣,海端鄉,121.0634881,23.1089244
幸福峰,新北市,瑞芳/貢寮區,121.869632,25.1142129
瑪達娜溪山,花蓮縣,秀林鄉,121.4928089,23.6479761
他尾羅山東北峰,臺東縣,海端鄉,121.3133144,23.4157851
虎頭山西峰,新北市,淡水/三芝區,121.327882,25.007645
福頭山,新北市,淡水/三芝區,121.3259219,25.0166706
新厝山,新北市,瑞芳/貢寮區,121.919416,25.0573691
未命名山峰,新北市,瑞芳/貢寮區,121.863295,25.1159323
未命名山峰,臺東縣,海端鄉,120.8970476,22.9696623
粗坑頭山,新北市,瑞芳/貢寮區,121.7722443,25.0846439
雞心尖,新北市,瑞芳/貢寮區,121.7476529,24.9942966
燈火尖山,高雄市,桃源區,120.5884185,23.1177417
櫻櫻峰東北峰,南投縣,仁愛鄉,121.2463772,24.1193543
五分山,新北市,淡水/三芝區,121.3313551,25.005677
二子山西峰,新北市,瑞芳/貢寮區,121.5108805,25.1797176
太閣南山,桃園市,復興區,121.1603275,24.632869
初音山東峰,花蓮縣,秀林鄉,121.5418788,23.9664271
南松鶴山,臺中市,和平區,120.9800079,24.1687911
頂上福山,屏東縣,霧台鄉,120.3726481,22.3433281
關公嶺北峰,新北市,淡水/三芝區,121.3871531,25.0072398
關公嶺,新北市,淡水/三芝區,121.3900389,25.0005202
未命名山峰,新北市,瑞芳/貢寮區,121.6486167,25.2270395
東卯山東峰,臺中市,和平區,120.976314,24.1852981
東卯山東南峰,臺中市,和平區,120.9612524,24.1797225
大柯山,嘉義縣,阿里山鄉,120.7649455,23.7143616
未命名山峰,臺東縣,海端鄉,120.8233452,23.4576167
山鼻山,新北市,淡水/三芝區,121.3022511,25.0697664
草山,高雄市,桃源區,120.6588995,23.3398548
大坪頂,高雄市,桃源區,120.4197501,22.846744
大龜山,高雄市,桃源區,120.5669689,22.85232
水聳淒坑山,新北市,瑞芳/貢寮區,121.7299971,24.9258881
坑內頭山,高雄市,桃源區,120.5075385,23.1069104
河表湖山西北峰,高雄市,桃源區,120.6666219,23.2493388
草埔山,屏東縣,霧台鄉,120.7906941,22.233757
大武尖山,屏東縣,霧台鄉,120.7680374,22.7505186
神趾山東北峰,屏東縣,霧台鄉,120.787778,22.7859832
神趾山,屏東縣,霧台鄉,120.783223,22.768191
柑林村,苗栗縣,泰安鄉,120.8496156,24.0080133
未命名山峰,桃園市,復興區,120.845524,24.6037861
未命名山峰,屏東縣,霧台鄉,120.7623618,22.1359341
南何山西峰,桃園市,復興區,121.1443211,24.7503662
勝興山,苗栗縣,泰安鄉,120.7881939,24.392637
仙山南峰,桃園市,復興區,120.948905,24.5290511
未命名山峰,新北市,瑞芳/貢寮區,121.5759495,25.1774817
東松鶴山,臺中市,和平區,120.9878211,24.1806696
烏松坑山南峰,花蓮縣,秀林鄉,120.8140462,23.6005799
營頭頂,桃園市,復興區,120.808819,24.5824492
九股山西北峰,宜蘭縣,大同鄉,121.8209687,24.6118762
安溪寮山,新北市,瑞芳/貢寮區,121.5041011,25.1586928
大屯山西南峰,新北市,瑞芳/貢寮區,121.510489,25.1675511
大屯山西南峰南,新北市,瑞芳/貢寮區,121.508852,25.1644071
下湖山,宜蘭縣,大同鄉,121.6377297,24.6531896
未命名山峰,新北市,瑞芳/貢寮區,121.5960666,25.1430171
未命名山峰,新北市,瑞芳/貢寮區,121.5981999,25.1404931
天通山,臺東縣,海端鄉,120.7536104,23.0578949
光明頂,新北市,瑞芳/貢寮區,121.5042851,24.973068
初音山東南,花蓮縣,秀林鄉,121.5431108,23.963773
乙六階鼻山,花蓮縣,秀林鄉,121.49773,23.7306772
明利,花蓮縣,秀林鄉,121.4107625,23.7055313
鎮平山,花蓮縣,秀林鄉,121.3997826,23.648588
鎮平,花蓮縣,秀林鄉,121.4069532,23.6399432
阿里擺,臺東縣,海端鄉,121.069786,22.8237581
馬里山東南,臺東縣,海端鄉,121.0532231,22.8299141
鯉魚山,屏東縣,霧台鄉,121.142041,22.7534161
北茶青角山,高雄市,桃源區,120.5550511,22.9695862
三笠山,臺東縣,海端鄉,121.3267232,23.4059817
未命名山峰,高雄市,桃源區,120.4947297,23.4742046
未命名山峰,屏東縣,霧台鄉,120.8543743,22.358221
未命名山峰,屏東縣,霧台鄉,120.8502008,22.3580176
埔頂庄,新北市,淡水/三芝區,121.1021081,25.0451632
未命名山峰,臺東縣,海端鄉,121.0731655,22.9176413
十八羅漢山,新北市,瑞芳/貢寮區,121.754734,25.1370681
大牛稠嶺,新北市,瑞芳/貢寮區,121.6764228,25.1379129
菁埔寮山,高雄市,桃源區,120.440549,23.018331
龍鳳山,新北市,瑞芳/貢寮區,121.714555,25.1036181
龍崗山,新北市,瑞芳/貢寮區,121.9005845,24.9879941
上內平林山,新北市,瑞芳/貢寮區,121.782532,25.0122091
未命名山峰,新北市,瑞芳/貢寮區,121.8140621,24.9991056
穿龍,臺中市,和平區,120.9058916,24.2743823
牛稠嶺,新北市,瑞芳/貢寮區,121.787083,25.1417846
盡尾山東南峰,臺中市,和平區,121.0116968,24.3984583
內樹皮山東南峰,嘉義縣,阿里山鄉,120.7711208,23.6594368
菜公店山,高雄市,桃源區,120.5586019,23.4677511
菜公店東南峰,高雄市,桃源區,120.5610209,23.466031
馬麟堀山,臺中市,和平區,120.9040735,24.0040577
大平頂山,屏東縣,霧台鄉,120.6983381,22.0099293
布洛灣,南投縣,仁愛鄉,121.5678429,24.169938
白沙橋山,南投縣,仁愛鄉,121.58182,24.1681717
朝暾山西南,南投縣,仁愛鄉,121.5244773,24.2389511
砂山西南峰,南投縣,仁愛鄉,121.5498199,24.2206641
宮前山東南,花蓮縣,秀林鄉,121.5526431,23.9915745
真風矢山,屏東縣,霧台鄉,120.687922,22.6877421
亞泥笛山西北峰,屏東縣,霧台鄉,120.7642463,22.7434002
靈山,屏東縣,霧台鄉,120.4412191,22.755869
虎子山,高雄市,桃源區,120.2364245,22.9533667
龍林厝,高雄市,桃源區,120.499521,23.4597481
福龍山,高雄市,桃源區,120.5285797,23.3282523
雞胸山,高雄市,桃源區,120.5258693,23.3253578
龍頭山,嘉義縣,阿里山鄉,120.6940923,23.5978949
南阿郡,高雄市,桃源區,120.6479066,23.3945129
阿郡山,高雄市,桃源區,120.6454452,23.4022433
阿郡,高雄市,桃源區,120.6482319,23.4039431
石峽內,高雄市,桃源區,120.6272839,23.2957068
萬順寮山,新北市,瑞芳/貢寮區,121.6076449,25.0039925
虎頭山,高雄市,桃源區,120.4689791,22.865251
中和山東,苗栗縣,泰安鄉,120.84686,24.1545176
福興山東南,臺中市,和平區,120.99334,24.020482
湯匙山,高雄市,桃源區,120.1597958,22.9990099
神桌山北峰,桃園市,復興區,120.977914,24.5891511
北勢窩,桃園市,復興區,120.71357,24.5199821
南何山南峰,桃園市,復興區,121.14943,24.74892
加蚋埔山,屏東縣,霧台鄉,120.6335374,22.7828356
北賽嘉山,屏東縣,霧台鄉,120.644917,22.7624371
北旗尾南山,高雄市,桃源區,120.491908,22.8838786
新坡尾山,新北市,瑞芳/貢寮區,121.5812929,25.0883441
頂草埔尾山,新北市,瑞芳/貢寮區,121.60149,25.265969
竹子山腳山,新北市,瑞芳/貢寮區,121.620528,25.2420972
未命名山峰,新北市,瑞芳/貢寮區,121.7300291,25.1500234
大漢山前峰,屏東縣,霧台鄉,120.745931,22.410164
未命名山峰,桃園市,復興區,121.0047872,24.5892964
埔姜山東峰,屏東縣,霧台鄉,120.621852,22.4417471
益壽山,新北市,瑞芳/貢寮區,121.7179589,25.0901751
荖寮山,新北市,瑞芳/貢寮區,121.7592139,25.0593862
欉仔坑山西南峰,高雄市,桃源區,120.4554081,22.8077319
欉仔坑山,高雄市,桃源區,120.4569661,22.808444
三角堀山,屏東縣,霧台鄉,120.455133,22.7941271
合流坪山,花蓮縣,秀林鄉,121.0063291,23.7887562
雙溪山,新北市,瑞芳/貢寮區,121.5937348,25.1298358
未命名山峰,高雄市,桃源區,120.6772848,23.134499
向天湖西北峰,桃園市,復興區,121.0103895,24.584828
長命山西南峰,新北市,瑞芳/貢寮區,121.761884,25.1214501
草屯,嘉義縣,阿里山鄉,120.6720499,23.9986006
虎子山,新北市,瑞芳/貢寮區,121.9447168,25.0143966
姑姑山東,花蓮縣,秀林鄉,120.9889016,23.8085829
未命名山峰,新北市,瑞芳/貢寮區,121.9268958,25.0009696
南仁外山,屏東縣,霧台鄉,120.8386496,22.0903022
尖筆窩山,桃園市,復興區,121.1425766,24.6757173
未命名山峰,屏東縣,霧台鄉,120.7681675,21.9599336
鼓山,高雄市,桃源區,120.4733127,22.8900854
未命名山峰,高雄市,桃源區,120.6918821,22.9104507
未命名山峰,高雄市,桃源區,120.687704,22.9097248
未命名山峰,臺東縣,海端鄉,121.3008328,23.4308812
未命名山峰,臺東縣,海端鄉,121.3079001,23.4424369
未命名山峰,臺東縣,海端鄉,121.3078302,23.4593986
未命名山峰,臺東縣,海端鄉,121.3039913,23.450617
未命名山峰,高雄市,桃源區,120.679212,23.2225526
南庄山,桃園市,復興區,121.0029411,24.5914111
未命名山峰,花蓮縣,秀林鄉,120.9932564,23.9544616
未命名山峰,高雄市,桃源區,120.5086376,23.0349819
刣牛湖山西南,高雄市,桃源區,120.515979,23.0417111
石坑山,高雄市,桃源區,120.478189,22.9798751
華巴諾山西北峰,臺東縣,海端鄉,121.097102,23.3654541
西九份坑山前峰,新北市,瑞芳/貢寮區,121.8696901,25.0430821
殺人埔山東北峰,嘉義縣,阿里山鄉,120.6805882,23.7329666
未命名山峰,屏東縣,霧台鄉,120.6938682,22.5480322
戶亞宇山主峰,屏東縣,霧台鄉,120.68137,22.5450741
小觀音山東南峰,新北市,瑞芳/貢寮區,121.5451965,25.1862329
南坪林山,桃園市,復興區,121.138582,24.7926912
小觀音山西南峰,新北市,瑞芳/貢寮區,121.5351865,25.1867652
菜公坑山,新北市,瑞芳/貢寮區,121.522266,25.1897721
龍鳳巖山,新北市,瑞芳/貢寮區,121.4311411,25.0840941
丹鳳山,新北市,瑞芳/貢寮區,121.508291,25.1320401
青春嶺,苗栗縣,泰安鄉,120.7489761,24.1752331
土地公山,嘉義縣,阿里山鄉,120.7500304,23.7545379
崁頭,嘉義縣,阿里山鄉,120.750641,23.7444241
小觀音山東峰,新北市,瑞芳/貢寮區,121.5439539,25.1894496
牛相觸,花蓮縣,秀林鄉,120.9415689,23.9648598
珠仔山,花蓮縣,秀林鄉,120.9606783,23.9387636
大平籠山,苗栗縣,泰安鄉,120.88054,24.201735
山子坑山,嘉義縣,阿里山鄉,120.5139229,23.541993
抽藤坑山,苗栗縣,泰安鄉,120.8298639,24.165424
南伊拉山,屏東縣,霧台鄉,120.710764,22.736588
內惟山,屏東縣,霧台鄉,120.271738,22.6557601
五窯坑山,苗栗縣,泰安鄉,120.8677319,24.1941771
未命名山峰,宜蘭縣,大同鄉,121.597618,24.635595
牛鬥山東南峰,宜蘭縣,大同鄉,121.597902,24.6362351
豬肚潭山,嘉義縣,阿里山鄉,120.734812,23.930585
大平林山東南峰,新北市,瑞芳/貢寮區,121.8177821,25.0418541
黑山北峰,苗栗縣,泰安鄉,120.8021708,24.1724931
上谷關山北峰,臺中市,和平區,121.014857,24.208786
大湖桶山,苗栗縣,泰安鄉,120.815389,24.1103791
東南坑山,苗栗縣,泰安鄉,120.776727,24.153267
上谷關山,臺中市,和平區,121.0152281,24.2077492
